,txt,sentiment,num_of_words
6655,"not happy. read the book. much better.: very disappointed by this movie. the book was great and so i anticipated the movie would be as well, especially after seeing who was going to star in the movie.very disappointed. slow moving movie - lots missing...",0,44
6666,"this book is not worth your money. don't buy.: this book, like a lot of this summer's ""blockbuster"" movies, enjoyed a major build-up. it did not live up to its hype. it was full of ego and ultimately left me wondering why i bothered to finish it.",0,47
6687,too boring: my one year old loves 5 of the sesame street dvds we ordered for her. this one however was a total dud. there wasn't much here to keep a kid's interest and the educational value was marginal at best. look elsewhere.,0,43
6689,poor quality: the quality of this video is exceptionaly poor. our 2.5 year old seems to love it but it makes me want to tear my eyes out. the voice of the main character sounds like a robot and is very annoying. i would look else where for a piano dvd.,0,51
6693,disappointed: this book basically gives you the history of words and how they were established. it was not what i was looking for! not a good read!,0,27
6703,"no sale: the dvd set lacks cc for the hearing impared. i think this is kind of strange, considering one of the characters is going deaf.",0,26
6720,"disappointed: i didn't even get a chance to play the game because it instantly crashed my computer; the cd was dirty outside when i got it, i'm very disappointed.",0,29
6722,"this is not what i was looking for: why are they still selling this? worth a laugh, but the feature is 30 minutes long and i bet your laugh won't last all the way to the end.",0,37
6770,wireless camera: this was a great camera for the two days that it worked. i don't know what happend to it. i came home from work on the second day and my screen was all fuzzy. it just stopped working.,0,40
6780,"please don't waste your money: i bought this for my 3 year old and it is the dumbest game ever. it has really bad graphics, game play is mega slow, and the music is horrid. they should be ashamed of themselves. please save your money and buy something else.",0,49
6814,"not good: cannot say that i enjoyed reading this book, because i did not approve of a lot of the things the author included. however, i did find some of the main points interesting to create a story. but definitely not the type of good book to read, nor would i recommend it.",0,53
6826,it was a very good description of life during anti-social ti: it was a very good description of life during anti-social time,0,22
6892,"a good book but not the best!!: this book is essentially the same as ""the brave new world"" but expressed in a totally different way. somehow, i like the ""the brave new world"" better. it gave me a totally different view.",0,41
