,txt,sentiment,num_of_words
18875,very very excellent: i like to watch true story. it made me cried in the end that albert died & left wife w/ 9 kids.,1,25
18876,history: i am a history buff so the movie was just great. the love they ended up with is not found in this world anymore.,1,25
18878,v&a: lovely film -- great costumes. in terms of the relationship between the queen and the prince consort - it seems accurate to the history i have read.,1,28
18926,fascinating: i love this movie. i can watch it over and over again. perhaps it's how cavalier constantine is about eternal consequences. it is certainly tongue in cheek.,1,28
18946,"disappointed: i really did not care for this film at all. the visual effects were pretty good, but the acting overall was just terrible.",0,24
19007,"absolutely awful: this is easily one of the worst movies i have seen in years. a barely comprehensible mess, with no redeeming qualities.",0,23
19054,joe bataan: have always loved this album now i have it on cd. reminds me of my time in brooklyn back in the early 70's,1,25
19120,american history: great book to start with if you're interested in learning about our founding fathers. i bought the thomas jefferson autobiography in conjunction with this book.,1,27
19126,excellent read.: i was not familiar with the subject and found it quite interesting. what an extraordinary man and a visionary he was.,1,23
19134,"good and interesting read: this book is a good read and jumps around a lot, but i enjoyed learning and reading it. thank you.",1,24
19139,"great historical review: excellent book. it was enjoyable and takes you back to colonial times. once you get used to the older english, it is an easy read",1,28
19151,review bf: excellet service on receiving this book and it is perfect!it was received very quickly and in excelent condition.pricing was also great. keep up the good work.,1,28
19153,kindle book: download went great. it has been a difficult read due to the way it was written. the historical side of the book is great.,0,26
19167,great: the book was in great condition i just didn't realize it wasn't the book with the foot notes....but service was great!,1,22
19172,great: excellent condition product arrived way before i was told very fast delivery very happy with seller i would definitely order from this seller again,1,25
19195,book: might recommend if purchaser/reader were a history buff. found difficult to follow and keep up with. not a book i would recommend for easy reading.,0,26
19204,not that great of a learning guide: this is more like example code than what i'd expect out of a textbook. i would recommend another book instead.,0,27
19254,"another addition to my doomsday collection: the movie was all right, wouldn't pay anymore than i did for it, overall it was entertaing, for simple minds",1,26
19269,"this takes too long: this takes too long, you have to apply it all day and that is annoying, get the freeze spray from dr scholes",0,26
19270,does not work well: the truth is buy regular wart remover. used this for awhile and did not do anything. regular wart remover is the best.,0,26
19293,not for me: i was excited to get this product but it fell short for me. it did not work on any of the treated problems.,0,26
19303,thought provoking: when i started this book i had no idea that it would lead me to read the next four. two thumbs up.,1,24
19328,henny youngman: he is much funnier to watch in old clips than it is to read the book. i guess it loses something in the translation.,0,26
19357,reveiw: bought this for my nephew for his birthday and he loves it. lots of different things for him to do.,1,21
19407,conversation piece: thought this would be a great coffee table book at my place in myrtle beach. was in good shape as described.,1,23
19428,great fun: this is a great toy that keeps my eight year old occupied. it can also be frighteningly accurate in it's guesses. great fun on car trips.,1,28
19430,"wicked sweet: this game is the coolest thing ever, you can practiclly think of anything and it will get it right.",1,21
19434,"loveit!!!: i just bought this today,i love it it is like heaven.it sometimes gets annoying but you should buy it!!",1,20
