Unnamed: 0,txt,sentiment,num_of_words,anon_txt,anon_txt_history,num_replaced,num_lemmatized,num_protected,num_no_change,force_anon_txt,neigbors,num_of_words_after_forcing,num_of_deleting_after_forcing
22591,waste of time: this was a huge wasteof time. wow. read reviews before i wztched andpeop.e seemed to like this movie. awful this moviegoes nowhere. booo,0,26,problems of there : this was a huge wasteof there . there . read review before i wztche andpeop.e seem to there this movie . worse this moviegoe nowhere . booo,[problems] (of) [there] (this) (was) (a) [any] wasteof [there] [there] [any] {review} (before) (i) {wztche} andpeop.e {seem} (to) [there] (this) [any] [worse] (this) {moviegoe} [any] booo ,10,4,9,3,problem of there : this was a * * there . there . * * before i * *.e * to there this movie . * this * * . *,"[253, 338]",16,11
22597,terrible: this was the most agonizingly boring movie i've ever seen. i kept hoping it was going to get better but it was not to be. don't bother.,0,28,cruel : this was the most agonizingly boring movie i 've this there . i always there it was go to there there but it was not to be . do not bother .,[cruel] (this) (was) (the) (most) agonizingly {bore} [any] {I} [this] {see} (i) {keep} {hope} (it) (was) {go} (to) [there] {well} (but) (it) (was) (not) (to) (be.) (don't) [any] ,5,7,13,3,cruel : this was the most * * movie i ' ve this * . i * * it was go to * * but it was not to be . do not * .,"[64, 254]",22,8
22615,"awful: if you actually like intelligence with your horror movie, this is not one for you. watch silence of the lambs, or the first saw.",0,25,"worse : if you there there intelligence with your horror movie , this is not one for you . watch silence of the lamb , or the this saw .",[worse] (if) (you) [there] [there] [any] (with) (your) [any] [any] (this) (is) (not) [any] (for) (you.) [any] [any] (of) (the) {lamb} (or) (the) [this] {see} ,10,2,12,1,"* : if you there there * with your * movie , this is not one for you . watch * of the * , or the this * .","[255, 543]",19,6
22793,film: my husband wanted to collect a copy of this film. the acting and the story is poor. quality of the film is good.,0,24,film : my woman want to grab a copy of this film . the acting and the secret is poor . includes of the film is good .,film: (my) [woman] {want} (to) [grab] (a) [any] (of) (this) film. (the) {act} (and) (the) [secret] (is) [any] [includes] (of) (the) film (is) [any] ,7,2,12,3,* : my woman * to * a * of this * . the * and the secret is * . include of the * is good .,"[256, 462]",16,8
22811,cheesy: they aren't what i expected. looks they are made kinda cheesy.expected a little better quality. would not recommend to buy.,0,21,cheesy : they are not what i there . there they are there kinda cheesy.expecte a little there includes . there not recommend to new .,cheesy: (they) (aren't) (what) (i) {expect} {look} (they) (are) {make} [any] {cheesyexpecte} (a) [any] {well} [includes] [there] (not) [any] (to) [free] ,6,5,8,2,* : they are not what i there . there they are there * *.* a * there include . there not recommend to * .,"[150, 257]",17,6
22851,it did not fit my bin cage: product was fine but it did not fit the bin size for my undercounter installation.i would reccommend more measurements before buying.,0,28,it did not fit my bin pond : includes was fine but it did not fit the bin size for my undercount installation.i there somehing more measurement before new .,(it) (did) (not) [any] (my) bin [pond] [includes] (was) [any] (but) (it) (did) (not) [any] (the) bin size (for) (my) {undercount} installation.i [there] [somehing] (more) {measurement} (before) {buy} ,7,3,14,4,it did not fit my * * : include was * but it did not fit the * size for my * *.i there * more * before * .,"[258, 534]",20,9
22926,lord of the flies: hated it. if your looking for a book that describes the scenery 90 percent of the time. this book is for u.,0,26,lord of the there : hate it . if your there for a book that describe the scenery 90 percent of the there . this book is for u.,[any] (of) (the) {fly} {hate} (it.) (if) (your) {look} (for) (a) [any] (that) {describe} (the) scenery 90 [any] (of) (the) [there] (this) [any] (is) (for) [any] ,6,4,13,3,* of the there : hate it . if your there for a book that * the * * * of the there . this book is for u.,"[178, 259]",21,5
22936,"lord of the flies: i was not a fan of this book because i couldn't get into the story line. i read it simply for school, not pleasure",0,28,"lord of the there : i was not a fan of this book because i there not there into the secret line . i read it simply for school , not pleasure",[any] (of) (the) {fly} (i) (was) (not) (a) [any] (of) (this) [any] (because) (i) (couldn't) [there] (into) (the) [secret] [any] (i) [any] (it) [any] (for) [any] (not) [any] ,10,1,16,1,"* of the there : i was not a fan of this book because i there not there into the * * . i read it * for * , not *","[1, 260]",23,6
22956,zzzzzz: this book is so boring! the only reason i even finished it was because i had to (summer reading for english).,0,22,zzzzzz : this book is so boring ! the only there i even finish it was because i had to ( summer reading for english ) .,zzzzzz: (this) [any] (is) (so) {bore} (the) (only) [there] (i) [any] {finish} (it) (was) (because) (i) (had) (to) [any] {read} (for) [any] ,5,3,13,1,* : this book is so boring ! the only there i * * it was because i had to ( * * for * ) .,"[261, 285]",16,6
22973,"yuck: all i have to say about this book is that it is disscusting, it is most not for little children",0,21,"yuck : all i have to say about this book is that it is disscuste , it is most not for little woman",yuck: (all) (i) (have) (to) [any] (about) (this) [any] (is) (that) (it) (is) {disscuste} (it) (is) (most) (not) (for) [any] {child} ,3,2,15,1,"* : all i have to say about this book is that it is * , it is most not for * *","[88, 262]",17,4
22976,"late product: this is a bad product, my package is late i ordered it almost a month ago and still haven't received it",0,23,"late includes : this is a there includes , my includes is late i order it there a month ago and there have not receive it",[any] [includes] (this) (is) (a) [there] [includes] (my) [includes] (is) [any] (i) {order} (it) [there] (a) [any] [any] (and) [there] (haven't) {receive} (it) ,10,2,10,1,"* include : this is a there include , my include is * i order it there a * * and there have not receive it","[41, 263]",20,4
23084,this book stunk: this was the biggest waste of ime on earth i cant believe i actually read the whole thing. complete garbage.,0,23,this book stunk : this was the big problems of ime on earth i can not believe i there read the this this . complete ass .,(this) [any] stunk: (this) (was) (the) {big} [problems] (of) ime (on) [any] (i) {can} [any] (i) [there] [any] (the) [this] [this] [any] [ass] ,10,2,9,2,this * * : this was the * problem of * on * i can not * i there * the this this . complete ass .,"[182, 264]",17,7
23159,this is the worst book i have ever read!: what a piece of crap! it was so comlicated that it got annoying! do not read this book!!!,0,27,this is the there book i have this read ! : what a piece of worse ! it was so comlicate that it there annoying ! do not read this book ! ! !,(this) (is) (the) {bad} [any] (i) (have) [this] [any] (what) (a) [any] (of) [worse] (it) (was) (so) {comlicate} (that) (it) {get} [any] (do) (not) [any] (this) [any] ,8,3,16,0,this is the there book i have this read ! : what a * of bad ! it was so * that it there * ! do not read this book ! ! !,"[91, 265]",24,3
23161,"i did not understand this book!: i hated it, it was soo confusing. i had to read it in 5th grade and no one understood it at all.",0,28,"i did not there this book ! : i hate it , it was soo confusing . i had to read it in 5th grade and no one there it at all .","(i) (did) (not) [there] (this) [any] (i) {hate} (it,) (it) (was) [any] {confuse} (i) (had) (to) [any] (it) (in) [any] [any] (and) (no) [any] {understand} (it) (at) (all.) ",7,3,16,2,"i did not there this book ! : i hate it , it was * * . i had to read it in * * and no one there it at all .","[266, 354]",24,4
23226,disappointed: the story itself is very good i always love this author's imagination.but this kindle edition has a bunch of typos.although it's selfcorrecting but nevertheless annoying.,0,26,disappoint : the secret itself is very good i there love this editor 's imagination.but this kindle edition has a bunch of typos.there it be selfcorrecte but nonetheless annoying .,{disappoint} (the) [secret] (itself) (is) (very) [any] (i) [there] [any] (this) {author} imagination.but (this) [any] [any] (has) (a) [any] (of) typos.although (it's) {selfcorrecte} (but) [nonetheless] [any] ,9,3,11,3,* : the secret itself is very good i * love this editor 's *.* this * * has a * of *.* it be * * * * .,"[267, 622]",17,13
23267,disappointing: i was disappointed with this holster. i had a lot of trouble getting my phone in and out of it. i never ended up using it.,0,27,upsetting : i was disappointed with this holster . i had a there of trouble there my phone in and out of it . i never end up use it .,[upsetting] (i) (was) {disappoint} (with) (this) [any] (i) (had) (a) [there] (of) [any] {get} (my) [any] (in) (and) (out) (of) (it.) (i) [any] {end} (up) {use} (it.) ,6,4,15,2,upsetting : i was * with this * . i had a there of * there my * in and out of it . i * * up use it .,"[118, 268]",21,6
23392,bad bad bad bad bad: i couldn't get past page 3 of this book. it's bad. don't waste your money on this one.,0,23,there there there there there : i there not there past page 3 of this book . it be there . do not problems your money on this one .,[there] [there] [there] [there] [there] (i) (couldn't) [there] [any] [any] 3 (of) (this) [any] (it's) [there] (don't) [problems] (your) [any] (on) (this) [any] ,13,0,6,4,there there there there there : i there not there * * 3 of this * . it be there . do not problem your money on this * .,"[103, 269]",22,4
