text,annon_sents,neigbors
not as advertised: not chew sticks but simply tooth picks so they should definitely change this listing.thankserik,not as advertised: not chew sticks but simply tooth picks so they should definitely change this listing. works just like one would expect a non-,"[420, 945, 594]"
"comedy critic: disappointed. listening to a ""few"" of his skits is preferable to having to watch an entire performance.","comedy critic: disappointed. listening to a ""few"" of his skits is preferable to having to watch an entire performance.","[421, 587, 463]"
"awesomeness: this game is just plain awesome with 2 disks and awesome missions, its better than age of empires.","this game is just plain awesome with 2 disks and awesome missions, its better than age of empires. the highest grossing comic of today is","[422, 458, 946]"
pointless: all is in the title.didn't work and was not recognized by the phone.a waste if money.to be avoided.,"this case offers very little protection, and most of the phone is exposed. not worth it....","[58, 939, 423]"
"morgenstern's genius: florinese wit at its finest, edited to the 'good parts' for modern audiences.a classic.",the music of thomas tallis is destined to a favourite for many years. morgenstern's genius: florinese,"[313, 515, 424]"
its boring i dont care 4 fantasies: its soooooooooooooooooooooooooooooooo boring i almost fell asleep,"this movie is hardly a movie, just a lot of singing and dancing with no actual storyline.","[425, 551, 462]"
emperor and the nightingale: the claymation on this is wonderful but my kids could not stay interested in it.,the mummy returns: another dvd for my grand daughter's collection. she loved it. emperor and the nightingale:,"[189, 260, 426]"
very satisfactory: very satisfied with the book. came in ample time and in very good condition. thanks,i recieved this book on time and in excellent condition. i'd definitely recommend this seller.,"[45, 100, 427]"
"i love the elemental heroes!: without the elemental heroes, this is not fun. but it completes my yugioh collection.","authur miller creates such a ridicus story and so many stupid characters. without the elemental heroes, this is not fun.","[374, 544, 428]"
rechargable battery is the problem...: the rechargeable battery life is getting shorter and shorter quickly.,extended life replacement battery does not last as long as the old battery it replaced. rechargable battery life is getting shorter and shorter quickly ,"[170, 429, 907]"
great product: i've been buying this product and pampers for my grandson for 9 months.......wonderful service from amazon.com!,"these diapers are great for active toddlers. no leaks, no rashes, no problems. excellent diapers!","[124, 430, 239]"
great buy: this is an outstanding purchase at this low price. it came quickly and in great condition.,book arrived quickly and in shape described. i am very satisfied with the seller.,"[431, 726, 602]"
good book....recommended: i would recommend this book without a problem. it was thought provoking and an easy read.,this book of puritan prayers is very moving and beautiful. the prayers are especially pertinant today.,"[145, 919, 432]"
too much paper for incomplete concepts: the book is well written but many crucial concepts are weakly communicated.,the book is well written but many crucial concepts are weakly communicated.,"[138, 708, 433]"
pistoulet dishes: my wife absolutely loves the plates. i could really care less one way or the other!,pistoulet dishes: my wife absolutely loves the plates. i could really care less one way or the other! pizza slicer: the,"[434, 599, 821]"
"bitchin': funniest movie ever, one of the best skier comedys . for every skier and boarder a must buy",great movie all women will appreciate - so typical of men and the games they play. for every skier and boarder a must buy ,"[198, 210, 435]"
"nonsense: we all know that statistics is a method of interpretation.there are dozens of books named ""lying with statistics""",boettner either lies or he's incredibly naive. maher is a pompous jerk that,"[147, 436, 586]"
true betrayals: this book was great. i will continue to read nora roberts and share her books with friends.,this book was very good i loved the suspense: there wasn't enough romance though.i wish her books were longer. as with,"[49, 291, 437]"
castanets? you're kidding!: we don't play no stinking castanets in flamenco! that's tourist trappy guiri gilipollez!,dramtic danny devito's performance as the villianous penguin is outstanding. where's nosso am,"[438, 476, 900]"
"details, details, details: way too much detail and irrelevant backround information. get to the action!",emanuelle around the world: acting was poor and contrived. much of the plot centered around violence towards women.,"[307, 439, 416]"
"great book. terrible edition.: this will be brief. buy the ignatius edition. for an explanation, see most 1* reviews.",book was supposed to be gently used. came in with pieces tornof the front and back covers.,"[137, 440, 706]"
pill splitter: product was received promptly and was well packaged. product worked as advertised and is very useful.,the product tastes great for a health shake. some of the best tea i've ever drank and best pricing i've,"[339, 931, 441]"
very poor quality makes is practically useless.: dont waste your money on this product. very poor voice quality.,unimaginative recording: ok so its dvd-audio dts etc. the acutal recording is boring and not worth the price,"[186, 469, 442]"
another can't go wrong: fawlty towers - if you are a john cleese fan - you won't stop laughing....basel,fawlty towers - if you are a john cleese fan - you won't,"[443, 970, 911]"
printing: product is very good;however it was shipped with wrong print head.no printer for over a week.,"hp photosmart 2575 all-in-one printer was received as promised and it worked perfectly. however, it was shipped with wrong","[66, 539, 444]"
